dbid,atc_label
DB01698,C05CA51
DB01718,D08AJ04
DB01718,D11AC01
DB01718,R02AA17
DB01718,D08AJ02
DB02266,M01AG03
DB02300,D05AX52
DB02300,D05AX02
DB02329,A02BX01
DB02329,A02BX71
DB02329,A02BX51
DB02362,D02BA01
DB02362,D11AX23
DB02383,A10XA01
DB02638,H01BA04
DB02640,P01AX10
DB02925,G01AE10
DB02925,C03CA03
DB03312,J05AB15
DB03585,M01AA03
DB03585,M02AA04
DB03585,S01BC02
DB03604,H03AA04
DB03604,D11AX08
DB03615,J01GB10
DB03619,D11AX24
DB03754,B05XX02
DB03754,B05BB03
DB03808,S03AA05
DB03808,D08AC04
DB03808,R02AA18
DB03808,R01AX07
DB03808,S01AX08
DB04106,L01AD05
DB04145,C10AD05
DB04145,C04AC02
DB04165,N03AG02
DB04173,V06DC02
DB04209,D08AH01
DB04209,R02AA02
DB04209,G01AC05
DB04221,D08AJ06
DB04339,R05CB03
DB04377,C10AX05
DB04398,G01AD01
DB04445,D08AK30
DB04552,M02AA17
DB04552,M01AX02
DB04570,J01DD06
DB04571,D05BA01
DB04571,D05AD01
DB04572,L01AC01
DB04576,J01MA08
DB04599,N06BX11
DB04660,N07AX02
DB04711,V08AC04
DB04743,M02AA26
DB04743,M01AX17
DB04786,P01CX02
DB04794,D01AC10
DB04794,D01AC60
DB04812,M01AE06
DB04813,D10AB01
DB04813,P02BX01
DB04815,G01AC02
DB04815,S02AA05
DB04815,D09AA10
DB04815,P01AA02
DB04815,P01AA52
DB04815,D08AH30
DB04816,A06AB03
DB04816,A06AB53
DB04816,A06AG03
DB04817,N02BB72
DB04817,N02BB02
DB04817,N02BB52
DB04820,N06AF02
DB04821,N06AX04
DB04822,R05DB09
DB04823,A06AB01
DB04824,A06AB04
DB04825,C01DX52
DB04825,C01DX02
DB04828,M01AB04
DB04830,A10BA03
DB04832,N06AB02
DB04833,N05CX02
DB04833,N05CM01
DB04835,J05AX09
DB04836,N06AA19
DB04837,R05DB10
DB04838,C04AX01
DB04842,N05AG01
DB04843,A03AB12
DB04845,L01DC04
DB04846,C07AB08
DB04847,B03XA05
DB04849,L01XE32
DB04854,M04AA03
DB04855,C01BD07
DB04865,L01XX40
DB04876,A10BD08
DB04876,A10BH02
DB04878,A10BF03
DB04880,C01CE03
DB04884,G04BX14
DB04885,A03AE03
DB04894,H01CB04
DB04895,S01LA03
DB04899,C01DX19
DB04907,L01XX37
DB04908,G02CX02
DB04911,J01XA05
DB04920,C08CA16
DB04924,A03FA07
DB04930,P03AC54
DB04930,P03AC04
DB04931,D02BB02
DB04932,B01AX01
DB04938,G03XC05
DB04941,A07XA06
DB04944,C01EB13
DB04946,N05AX14
DB04951,L04AX05
DB04953,N03AX21
DB04956,L04AB03
DB04977,L01XX57
DB04996,L01XA04
DB05013,D06BX02
DB05018,A16AX14
DB05057,R05CB15
DB05099,B01AD09
DB05105,J05AX06
DB05168,L01CA06
DB05219,D11AH06
DB05229,B01AC19
DB05239,L01XE38
DB05245,G01AE10
DB05245,D06BA01
DB05245,D06BA51
DB05246,N03AD03
DB05254,B01AD05
DB05254,B06AA02
DB05259,L03AX13
DB05266,R03DC04
DB05273,V10BX02
DB05311,B06AC03
DB05316,N05AX17
DB05332,B02BX04
DB05336,J06BB22
DB05381,L03AX14
DB05381,V04CG03
DB05394,V04CD04
DB05396,L03AB12
DB05459,L04AC09
DB05528,C10AX11
DB05541,N03AX23
DB05578,L01XC21
DB05630,P01CB02
DB05679,L04AC05
DB05773,L01XC14
DB05791,V08CX01
DB05794,C01DX21
DB05829,H05AA03
DB05889,L01XC26
DB05990,A05AA04
DB06014,M09AX06
DB06016,N05AX15
DB06043,L01XC27
DB06081,B01AX07
DB06144,N05AE03
DB06145,J01RA04
DB06145,J01FA02
DB06147,G01AE10
DB06147,J01EB07
DB06147,D06BA02
DB06149,J01XA02
DB06150,G01AE10
DB06150,J01ED01
DB06151,R05CB01
DB06151,S01XA08
DB06151,V03AB23
DB06152,C04AA02
DB06152,G02CA02
DB06155,A08AX01
DB06160,J01MA19
DB06168,L04AC08
DB06174,R05DA07
DB06186,L01XC11
DB06193,L01DB11
DB06196,B06AC02
DB06200,C01BD06
DB06203,A10BD13
DB06203,A10BD09
DB06203,A10BH04
DB06206,V03AB35
DB06207,G04CA04
DB06210,B02BX05
DB06212,C03XA01
DB06213,C01EB21
DB06216,N05AH05
DB06219,J01XA04
DB06228,B01AF01
DB06233,L01XE19
DB06234,J05AX10
DB06237,G04BE10
DB06243,P01CX03
DB06243,D11AX16
DB06262,C01CA27
DB06264,M03BX04
DB06264,M02AX06
DB06266,L01XX07
DB06268,C02KX03
DB06271,B01AB11
DB06273,L04AC07
DB06283,N02BG08
DB06285,H05AA02
DB06288,N05AL05
DB06290,G01AE10
DB06290,J05AP05
DB06310,J06BB17
DB06317,L01XC23
DB06358,J01EA03
DB06366,L01XC13
DB06372,L04AC04
DB06393,N07XX03
DB06404,B06AC01
DB06410,H05BX03
DB06412,A14AA05
DB06413,N06BA13
DB06414,J05AG04
DB06439,R05CA01
DB06441,B01AC25
DB06470,N05CX04
DB06470,N05CM02
DB06479,N06BC02
DB06535,N04BA06
DB06589,L01XE11
DB06594,N06AX22
DB06600,J01MB08
DB06602,R03DX08
DB06603,L01XX42
DB06607,L01XC09
DB06612,R03DX09
DB06614,J05AH03
DB06623,N02BG07
DB06626,L01XE17
DB06634,A04AD13
DB06643,M05BX04
DB06650,L01XC10
DB06654,N04BD03
DB06655,A10AE56
DB06655,A10BJ02
DB06662,L04AA22
DB06663,H01CB05
DB06674,L04AB06
DB06681,L04AA28
DB06682,M01AE18
DB06683,J05AF12
DB06684,N06AX24
DB06688,L03AX17
DB06689,C05BB01
DB06690,N01AX13
DB06690,N01AX63
DB06694,R01AB06
DB06694,R01AA07
DB06694,S01GA53
DB06694,S01GA03
DB06699,L02BX02
DB06702,G04BD11
DB06703,V08CA09
DB06704,V09IX01
DB06704,V09IX02
DB06704,V10XA02
DB06705,V08CA11
DB06706,A03AX10
DB06710,G03EA01
DB06710,G03BA02
DB06710,G03EK01
DB06711,R01AB02
DB06711,S01GA01
DB06711,S01GA51
DB06711,R01AA08
DB06712,C08CA10
DB06713,G03AA13
DB06715,S01XA04
DB06715,V03AB21
DB06715,R05CA02
DB06718,A14AA02
DB06719,L02AE01
DB06720,A16AB10
DB06723,A02AB02
DB06723,A02AB01
DB06723,A02AD03
DB06724,A11GB01
DB06724,A02AC01
DB06724,A12AA04
DB06727,C01BA04
DB06729,G01AE10
DB06729,S01AB05
DB06729,J01ED08
DB06730,G03AA10
DB06730,G03AB06
DB06742,R03CC63
DB06742,R05CB06
DB06751,A03AD02
DB06752,M09AB01
DB06753,N05CM07
DB06754,B01AB09
DB06756,A16AA06
DB06756,A09AB02
DB06759,S01AD08
DB06760,A16AB06
DB06762,C02DG01
DB06762,C02LX01
DB06764,S01GA02
DB06764,S01GA52
DB06764,R01AB03
DB06764,R01AA06
DB06767,B05XA04
DB06767,G04BA01
DB06771,S01AE08
DB06773,H05BA03
DB06774,M02AB01
DB06774,N01BX04
DB06775,A16AA05
DB06776,V03AG01
DB06778,V03AB20
DB06779,B01AB04
DB06782,V03AB09
DB06783,V03AB31
DB06785,H01CC01
DB06786,D07AD02
DB06787,A03AB10
DB06788,L02AE05
DB06791,H01CB03
DB06792,V03AE03
DB06794,S01GX05
DB06795,G01AE10
DB06795,D06BA03
DB06796,V08CA05
DB06797,N05BC04
DB06800,A06AH01
DB06803,P02DA01
DB06809,L03AX16
DB06810,L01DC02
DB06811,C05BB02
DB06812,G01AX11
DB06812,R02AA15
DB06812,D08AG02
DB06812,D09AA09
DB06812,S01AX18
DB06812,D11AC06
DB06813,L01BA05
DB06815,D11AX12
DB06816,P02CX01
DB06817,J05AR16
DB06817,J05AX08
DB06820,D01AC09
DB06821,G01AE10
DB06821,J01ED04
DB06822,B01AB10
DB06825,L02AE04
DB06826,S01EE02
DB07118,A05AX02
DB07402,M01AX04
DB07477,M02AA08
DB07637,H03BX02
DB08162,C04AX32
DB08329,N03AX03
DB08439,M01AH04
DB08486,L01XD06
DB08604,D08AE04
DB08604,D09AA06
DB08621,J01BA02
DB08621,J01BA52
DB08639,G01AX17
DB08792,P01AC01
DB08794,B01AA08
DB08795,J01CE04
DB08796,R05DB11
DB08797,N02BA75
DB08797,N02BA55
DB08797,N02BA05
DB08798,J01EE04
DB08798,J01EC03
DB08803,R01AA13
DB08810,A03FA08
DB08811,N05BA23
DB08813,B01AB06
DB08816,B01AC24
DB08818,S01KA51
DB08818,S01KA01
DB08818,D03AX05
DB08818,M09AX01
DB08818,R01AX09
DB08822,C09CA09
DB08822,C09DA09
DB08824,V09AB03
DB08826,V03AC02
DB08827,C10AX12
DB08828,L01XX43
DB08835,R01AC05
DB08835,S01GX03
DB08840,A05AB01
DB08842,N06BX12
DB08860,C10AA08
DB08862,V04CK02
DB08865,L01XE16
DB08867,G03AD02
DB08867,G03XB02
DB08868,L04AA27
DB08869,H01AC06
DB08871,L01XX41
DB08873,J05AP03
DB08875,L01XE26
DB08876,A16AB11
DB08877,L01XE18
DB08879,L04AA26
DB08880,L04AA31
DB08883,N03AX22
DB08884,V08CA10
DB08885,S01LA05
DB08885,L01XX44
DB08888,S01XA22
DB08889,L01XX45
DB08893,G04BD12
DB08894,B03XA04
DB08895,L04AA29
DB08896,L01XE21
DB08897,R03AL05
DB08897,R03BB05
DB08898,V03AF09
DB08899,L02BB04
DB08900,A16AX08
DB08902,J06BB18
DB08903,J04AK05
DB08904,L04AB05
DB08908,L04AX07
DB08909,A16AX09
DB08910,L04AX06
DB08911,L01XE25
DB08912,L01XE23
DB08916,L01XE13
DB08925,N06BX17
DB08928,P01AR01
DB08931,C02KX05
DB08932,C02KX04
DB08933,D01AC18
DB08935,L01XC15
DB08938,A02AD02
DB08938,A02AF01
DB08939,R05CB09
DB08940,M01AA06
DB08941,C04AA01
DB08943,G01AF20
DB08943,G01AF07
DB08943,D01AC05
DB08944,R05DB04
DB08945,V08AC02
DB08946,V08AC06
DB08947,V08AB04
DB08948,V08AA03
DB08950,C02CA02
DB08951,M01AE10
DB08954,C04AX28
DB08955,M01AE13
DB08957,R03AC06
DB08957,R03CC05
DB08958,G01AX16
DB08958,A01AB12
DB08962,A10BB04
DB08964,G02AD03
DB08965,R02AB03
DB08967,N02CX05
DB08970,D07XB03
DB08970,D07AB07
DB08970,D07CB02
DB08971,D07AC05
DB08971,D07BC03
DB08971,D07CC06
DB08971,S01CA04
DB08971,D07XC05
DB08971,H02AB03
DB08971,C05AA08
DB08972,J01MB07
DB08974,P02CA05
DB08976,N02BG04
DB08978,A03BB04
DB08979,R03BX01
DB08979,R03DX03
DB08980,C08EA01
DB08981,M01AE05
DB08983,C10AB09
DB08984,M02AA06
DB08985,C01CA51
DB08985,C01CA01
DB08986,N05BX03
DB08987,N01BB07
DB08987,N01BB57
DB08989,R07AB04
DB08990,R05CB04
DB08992,M03BX09
DB08994,B01AC01
DB08995,C05CA03
DB08995,C05CA53
DB08996,N06AA18
DB08997,N04AA08
DB08999,R01AA02
DB09000,N05AA06
DB09001,N03AA04
DB09002,R05DB21
DB09004,R05DB03
DB09005,B02BX03
DB09008,J01DB02
DB09009,N01BB58
DB09009,N01BB08
DB09010,L01BC04
DB09011,N03AX30
DB09012,B02BX02
DB09013,S01ED06
DB09014,N05BB02
DB09015,C03DA02
DB09016,N06AA15
DB09017,N05CD09
DB09018,A03FA04
DB09019,R05CB02
DB09020,A06AB52
DB09020,A06AB02
DB09020,A06AG02
DB09021,N05BD01
DB09022,A10BX06
DB09026,C09DX02
DB09026,C09XA54
DB09026,C09XA53
DB09026,C09XA52
DB09026,C09XA02
DB09027,J05AP51
DB09028,N07BA04
DB09029,L04AC10
DB09033,L04AA33
DB09035,L01XC17
DB09036,L04AC11
DB09037,L01XC18
DB09039,A16AX10
DB09040,D01AC19
DB09041,D01AE24
DB09043,A10BJ04
DB09045,A10BJ05
DB09046,A16AA07
DB09049,A06AH03
DB09051,A16AB12
DB09052,L01XC19
DB09055,C10AD06
DB09056,D01AE16
DB09061,N03AX24
DB09062,J01DC12
DB09063,L01XE28
DB09064,C10AB08
DB09065,J05AR09
DB09065,J05AR22
DB09065,J05AR18
DB09065,J05AR15
DB09065,J05AR14
DB09065,V03AX03
DB09066,G03GA09
DB09069,C01EB15
DB09070,G03CX01
DB09071,N05CH03
DB09074,L01XX46
DB09075,B01AF03
DB09076,R03AL08
DB09076,R03AL03
DB09076,R03BB07
DB09077,L01XC16
DB09078,L01XE29
DB09083,C07FX05
DB09083,C07FX06
DB09083,C01EB17
DB09090,A03AX04
DB09091,R01AD57
DB09091,R01AD07
DB09091,A07EA05
DB09092,C04AD02
DB09093,J01AA20
DB09093,D06AA02
DB09093,S01AA02
DB09093,J01AA03
DB09093,A01AB21
DB09095,D07AC06
DB09095,D07XC04
DB09095,D07BC04
DB09097,G02CB04
DB09098,H01AC02
DB09099,H01CB01
DB09101,J05AR09
DB09101,J05AR18
DB09101,J05AX11
DB09102,J05AP07
DB09103,L03AA12
DB09104,G04BX01
DB09104,A02AA04
DB09105,A16AB13
DB09106,B05AA07
DB09107,B03XA03
DB09114,R07AA01
DB09115,G01AC01
DB09118,N03AX17
DB09120,M02AB02
DB09121,M01CB04
DB09122,L03AB13
DB09123,G03FA15
DB09123,G03AB08
DB09123,G03AA16
DB09123,G03DB08
DB09124,G03FB07
DB09124,G03DB03
DB09125,A12BA02
DB09126,G03GA01
DB09132,V08CA02
DB09133,V08AA04
DB09134,V08AB07
DB09135,V08AB12
DB09137,V09DA04
DB09138,V09BA02
DB09139,V09BA01
DB09142,V04CC03
DB09143,L01XX48
DB09146,B03AB02
DB09146,V03AE05
DB09148,V09AX06
DB09151,V09AX04
DB09152,V03AN04
DB09153,B05XA03
DB09153,B05CB01
DB09153,A12CA01
DB09154,B05CB02
DB09155,V03AN03
DB09156,V08AB05
DB09157,V03AN02
DB09160,V09GA02
DB09161,V09GA01
DB09163,V09AA01
DB09164,V09DA01
DB09165,V09BA03
DB09183,J05AP52
DB09183,J05AP09
DB09185,N06AX09
DB09203,S01GA06
DB09203,S01GA56
DB09203,C01CA08
DB09206,C02CA03
DB09208,M04AX02
DB09210,N06BX03
DB09214,N02AJ14
DB09214,M02AA27
DB09214,M01AE17
DB09219,A06AB09
DB09220,C01DX16
DB09222,B02BB01
DB09224,N05AD03
DB09228,B06AC04
DB09232,C08CA14
DB09236,C08CA09
DB09238,C08CA11
DB09238,C09BB12
DB09241,V03AB17
DB09241,V04CG05
DB09242,C02AC05
DB09242,C02LC05
DB09245,N06AG03
DB09247,N06AF06
DB09255,B05AA05
DB09258,B01AB12
DB09259,B01AB08
DB09260,B01AB07
DB09264,V03AB37
DB09265,A10AE54
DB09265,A10BJ03
DB09266,V09IA09
DB09267,M05BX53
DB09267,M05BX03
DB09268,A06AB08
DB09268,A06AB58
DB09270,C01EB09
DB09271,A03BB05
DB09272,A07DA06
DB09273,R03DA11
DB09274,P01BF04
DB09274,P01BF02
DB09274,P01BF03
DB09274,P01BE03
DB09274,P01BF06
DB09276,M01CB01
DB09278,A07BA51
DB09278,A07BA01
DB09279,C09DA10
DB09279,C09CA10
DB09280,R07AX30
DB09283,C01DX11
DB09284,C01DX09
DB09285,M01AX22
DB09286,N05AD05
DB09287,A06AD15
DB09287,A06AD65
DB09289,N06AX14
DB09293,V09FX03
DB09293,V10XA01
DB09296,J05AP53
DB09296,J05AP52
DB09297,J05AP53
DB09297,J05AP52
DB09302,C10AX14
DB09303,C10AX13
DB09308,J01FA16
DB09310,B02BD11
DB09312,L04AA03
DB09313,V08AB03
DB09314,V09FX01
DB09315,V09EX03
DB09319,J01CR50
DB09319,J01CA05
DB09320,J01CR50
DB09320,J01CE09
DB09321,C05AX04
DB09322,C05AX04
DB09322,A12CB01
DB09324,J01CG01
DB09325,A01AA51
DB09325,A01AA01
DB09325,A12CD01
DB09330,L01XE35
DB09331,L01XC24
DB09333,V08AC08
DB09333,V08AC10
DB09337,V03AN05
DB09338,C03BC01
DB09340,V08AC09
DB09345,D04AB07
DB09345,C05AD07
DB09346,V08AA02
DB09347,V08AA07
DB09353,D10AB02
DB09363,C02AA03
DB09363,C02LA08
DB09366,V08AD03
DB09369,L02AA02
DB09371,G03FA09
DB09375,S01KX01
DB09375,B06AA04
DB09383,H02AB15
DB09389,G03FA10
DB09389,G03FB01
DB09389,G03AA06
DB09393,B05BA01
DB09395,B05XA08
DB09397,V09DB05
DB09398,V09IX06
DB09403,V08AC07
DB09407,A12CC01
DB09407,B05XA11
DB09418,H03BC01
DB09420,V09FX02
DB09421,V04CJ02
DB09425,V09AX01
DB09443,V09EX01
DB09456,A10AD02
DB09456,A10AC02
DB09456,A10AE02
DB09456,A10AB02
DB09462,A06AX01
DB09462,A06AG04
DB09472,A06AD13
DB09472,A12CA02
DB09480,V09AB01
DB09481,V03AE04
DB09481,A02AA01
DB09481,A06AD01
DB09483,B05XA15
DB09484,A12CD02
DB09484,A01AA02
DB09487,V08AB06
DB09496,D02BA02
DB09498,V10BX01
DB09501,V08CA07
DB09502,V09IX04
DB09507,V08CB01
DB09532,V04CK01
DB09551,B06AA02
DB09551,B06AA10
DB09559,L01XC22
DB09561,B05XA14
DB09564,A10AD06
DB09564,A10AE56
DB09564,A10AE06
DB09570,L01XX50
DB10062,J06AA06
DB10276,J07BH01
DB10283,J06AA06
DB10317,J07BJ01
DB10400,V01AA03
DB10401,V01AA03
DB10583,J07AM51
DB10583,J07AM01
DB10583,J07AM52
DB10584,J07AF01
DB10805,J07BL01
DB11057,A06AA01
DB11057,A06AA51
DB11068,A12CE01
DB11071,G04BX12
DB11073,D08AJ03
DB11073,B05CA01
DB11073,R02AA06
DB11073,D09AA07
DB11075,S01KA02
DB11080,D08AL01
DB11081,D10AX01
DB11085,D10AX02
DB11085,S01AX06
DB11092,A01AA04
DB11093,A11GB01
DB11093,A12AA13
DB11095,B01AE01
DB11098,A12BA04
DB11104,V08DA05
DB11105,R02AA16
DB11105,D08AJ01
DB11105,D09AA11
DB11110,B05CB03
DB11110,A12CC04
DB11110,A06AD19
DB11117,D01AE04
DB11117,D01AE54
DB11123,D08AX07
DB11125,D08AJ58
DB11125,R02AA09
DB11125,D08AJ08
DB11126,A12AA03
DB11126,D11AX03
DB11150,V08BA02
DB11154,C05AX04
DB11156,P02CC01
DB11157,D05AC01
DB11157,D05AC51
DB11158,A07BC01
DB11175,C05AX04
DB11181,S01FA05
DB11182,S01JA02
DB11186,R05DB05
DB11190,A11HA32
DB11191,B03BA04
DB11228,A06AC06
DB11237,B06AA07
DB11237,D03BA01
DB11237,M09AB52
DB11248,C05AX04
DB11248,A12CB02
DB11254,R02AA12
DB11300,B02BC06
DB11300,B02BD30
DB11312,B01AD12
DB11315,A03CB01
DB11315,S01FA03
DB11315,A03BB03
DB11326,S02AA03
DB11342,D10AX04
DB11348,A11GB01
DB11348,A12AA01
DB11364,L03AX05
DB11367,J01DB11
DB11368,D01AE06
DB11371,N01AX05
DB11386,A04AD54
DB11386,A04AD04
DB11387,N01AB02
DB11396,P02DX02
DB11410,P02CA06
DB11442,J01RA08
DB11442,J01FA05
DB11473,P02BB01
DB11476,D06AX10
DB11490,V03AB02
DB11512,S01AA15
DB11526,L01XE22
DB11560,M04AB05
DB11561,D08AA02
DB11563,A16AB14
DB11569,L04AC13
DB11573,D09AA08
DB11573,M05BX02
DB11574,J05AP54
DB11575,J05AP54
DB11576,V08CB03
DB11577,V04CH02
DB11584,N06BX15
DB11590,D08AK06
DB11594,A01AB06
DB11595,L01XC32
DB11598,B01AB02
DB11604,J06BB02
DB11606,B02BD14
DB11609,R05DA06
DB11611,S01XA25
DB11613,J05AP55
DB11613,J05AP56
DB11616,L01DB08
DB11617,L01DB04
DB11618,L01DB05
DB11619,G03XA02
DB11625,V08DA03
DB11626,L03AX11
DB11630,L01XD05
DB11631,M05BC02
DB11632,N04BX04
DB11633,J02AC05
DB11634,V03AE06
DB11636,G03FB12
DB11636,G03AA14
DB11636,G03DB04
DB11639,M05BC01
DB11642,N07XX11
DB11656,A02BX14
DB11678,L01AB02
DB11691,A06AH05
DB11693,L04AD03
DB11696,A07XA04
DB11698,A10BK05
DB11699,A04AA03
DB11705,V08AB10
DB11714,L01XC28
DB11717,L01XX58
DB11718,L01XE46
DB11730,L01XE42
DB11737,L01XE48
DB11738,C02AC06
DB11748,A11DA03
DB11750,D07AD01
DB11750,D07CD01
DB11760,L01XX60
DB11767,L04AC14
DB11770,C07AB13
DB11774,J01MA18
DB11776,L04AC12
DB11783,C09AA16
DB11793,L01XX54
DB11797,M09AX05
DB11799,J05AR20
DB11800,L01XE34
DB11803,L04AC15
DB11808,J05AP04
DB11817,L04AA37
DB11820,P01CC01
DB11828,L01XE45
DB11834,L04AC16
DB11835,V09IB01
DB11866,M05BX06
DB11876,B05XB02
DB11892,J01MA17
DB11907,L01XE37
DB11935,J01DC14
DB11943,J01MA23
DB11945,L01XC31
DB11967,L01XE41
DB11988,L04AA36
DB11989,P01CA02
DB11995,B02BX08
DB11996,L03AX09
DB11999,L01XX53
DB12001,L01XE50
DB12023,R03DX10
DB12026,J05AP56
DB12035,J01AA20
DB12079,A02BX77
DB12079,A02BX07
DB12081,S01LA02
DB12086,R03BB02
DB12107,J01DH52
DB12123,C04AX27
DB12127,J01CR50
DB12127,J01CR04
DB12130,L01XE44
DB12131,N06BX18
DB12153,N06BX06
DB12159,D11AH05
DB12160,M01CC02
DB12172,P01AB06
DB12184,N06AX19
DB12190,J01DI03
DB12212,C07AB14
DB12216,D05BA03
DB12221,C03DA03
DB12248,R03CC11
