dbid,atc_label
DB12248,R03AC11
DB12251,A03AD30
DB12265,P01CA03
DB12277,D08AC05
DB12278,G04BD06
DB12293,N02BG06
DB12313,C01CA14
DB12319,M04AB03
DB12329,J01AA20
DB12329,J01AA13
DB12332,L01XX55
DB12338,N03AX19
DB12343,J01CR50
DB12343,J01CA17
DB12366,A16AB18
DB12374,A16AB15
DB12399,M01AH07
DB12401,N05AD06
DB12407,V08AB11
DB12412,A10BD18
DB12412,A10BH52
DB12412,A10BH06
DB12447,D10AF05
DB12455,J01AA20
DB12465,C02KD01
DB12472,R05DB27
DB12473,B05CA05
DB12474,G03FB02
DB12474,G03FA07
DB12474,G03AB02
DB12474,G03AA03
DB12474,G03DC03
DB12474,G03AC02
DB12478,N04BC08
DB12483,L01XX61
DB12487,G03CA09
DB12492,N02AC03
DB12498,L01XC25
DB12525,L03AA03
DB12545,B01AC10
DB12554,A03AA04
DB12604,J01GB08
DB12612,L04AA38
DB12624,G01AX66
DB12624,R02AA21
DB12624,D08AJ57
DB12625,A10BD22
DB12625,A10BH07
DB12656,V04CD05
DB12661,C02CA06
DB12667,J04AD01
DB12692,L04AA19
DB12698,J05AX23
DB12699,L03AA15
DB12708,G02AD05
DB12710,N05AB10
DB12766,C03BX03
DB12768,L03AX03
DB12787,A14AA09
DB12789,G02AD01
DB12808,D10AD06
DB12814,L03AB14
DB12829,J04AM04
DB12829,J04AK07
DB12832,L01AA08
DB12834,J01RA07
DB12834,P01AB07
DB12846,R03AK05
DB12846,R03CC14
DB12846,R03AC15
DB12864,P01CD01
DB12865,H05BX04
DB12867,N05AD07
DB12923,C08DA02
DB12924,D06AX14
DB12926,C01CA21
DB12927,C01CA23
DB12930,N06AA05
DB12942,A06AD12
DB12944,A03AX12
DB12945,C02LG01
DB12945,C02LG51
DB12945,C02DB01
DB12951,N06AX15
DB12954,J04AK03
DB12958,N05AX07
DB12965,D08AL30
DB12967,L01XX16
DB12975,P01BF06
DB13003,H02AB17
DB13025,N05AL03
DB13026,J01RA12
DB13026,J01RA05
DB13026,J01RA09
DB13026,G01AF06
DB13026,J01XD03
DB13026,P01AB03
DB13028,J01DH05
DB13042,A03AX05
DB13050,N07XX01
DB13064,R01AA09
DB13069,L01AD06
DB13071,C01EB05
DB13074,V04CD06
DB13076,V10AA01
DB13084,N06BX02
DB13089,D03AX10
DB13091,A03AC05
DB13092,D10AF04
DB13099,N05CM13
DB13124,C05CA04
DB13124,C05CA54
DB13125,B02BX07
DB13129,G03FA16
DB13129,G03FB11
DB13132,P01BE01
DB13133,B02BD06
DB13133,B02BD10
DB13136,B01AA12
DB13140,J06BB21
DB13142,A12AA02
DB13143,G03CC03
DB13143,G03CB03
DB13144,L03AA10
DB13146,V09IX12
DB13148,B02BD13
DB13151,B02BD03
DB13156,J05AX05
DB13157,A06AG11
DB13158,D07AB01
DB13158,S01CA11
DB13158,S01BA09
DB13161,M09AX07
DB13164,L01XE40
DB13166,C09BA15
DB13166,C09AA15
DB13167,M01AB06
DB13169,S01XA11
DB13169,A14AB01
DB13170,A06AX07
DB13173,A16AB17
DB13179,J01FA08
DB13183,V09DA02
DB13189,H05BA02
DB13191,C01EB06
DB13192,B02BD02
DB13193,G02CX03
DB13194,R05CA12
DB13195,C05CX03
DB13196,N05CM09
DB13197,C04AF01
DB13198,A09AC01
DB13198,A09AA03
DB13199,B01AD06
DB13200,L03AA14
DB13202,A05AX01
DB13203,R03DA08
DB13204,P03BX05
DB13205,P01AC04
DB13206,C04AA31
DB13207,A05BA01
DB13208,H02AB11
DB13209,A02BX12
DB13210,D03AX11
DB13211,C02CC03
DB13212,V04CH03
DB13213,N05AB09
DB13214,S01AB03
DB13215,V04CE02
DB13216,R05DB07
DB13217,M01AB10
DB13217,M02AA14
DB13218,B05CA06
DB13218,J01XX06
DB13219,N06AX13
DB13220,B03AA09
DB13221,N05CM12
DB13222,P01AA05
DB13223,D07AB04
DB13224,R05DB23
DB13225,N06AA08
DB13226,N07CA04
DB13227,C05CX01
DB13227,C05AX05
DB13229,N01AG01
DB13230,L02AB03
DB13230,G03DA01
DB13231,A12AA05
DB13232,M02AA22
DB13233,N06AB07
DB13234,N01AX04
DB13236,P02BX03
DB13237,J01XX03
DB13238,R01AA11
DB13238,R01AB08
DB13239,R05CB14
DB13240,C01AC03
DB13241,L04AA35
DB13242,C01CE04
DB13243,L01XX18
DB13244,B02AA03
DB13245,P03AA05
DB13246,N06AA23
DB13247,N06BX16
DB13248,G01AE10
DB13248,A07AB02
DB13249,A02AA05
DB13250,A02BX04
DB13251,C01CA18
DB13252,N04AA12
DB13253,N05CA22
DB13254,A03AB18
DB13255,C01DA57
DB13255,C01DA07
DB13256,N05AH06
DB13258,P01AC03
DB13259,N01BX01
DB13260,J05AX02
DB13260,D06BB07
DB13261,J01MA21
DB13262,S01EB58
DB13262,S01EB08
DB13263,P03AX04
DB13264,J01AA10
DB13265,C01DX06
DB13266,J01DB07
DB13267,R01AX05
DB13268,G01AB01
DB13268,P01CD02
DB13268,A07AX02
DB13270,J01GB09
DB13271,R05CA08
DB13272,G04BD03
DB13273,N05AL02
DB13274,S01AA22
DB13275,B01AA09
DB13276,A03AX06
DB13277,C01DX54
DB13277,C01DX04
DB13278,N02BE04
DB13278,N02BE74
DB13278,N02BE54
DB13279,C01DX05
DB13280,A02AB05
DB13281,D03BA03
DB13281,M09AB03
DB13282,D09AA05
DB13283,J01EB01
DB13284,G01AE10
DB13284,C03BA09
DB13285,A08AA06
DB13286,M01AB07
DB13287,J01FA11
DB13288,J05AC03
DB13288,D06BB02
DB13289,N02BG02
DB13290,A01AA03
DB13291,C01DX15
DB13294,S01AA25
DB13295,M03AC04
DB13296,S01AX15
DB13296,D08AC03
DB13297,M02AX05
DB13298,V04CH04
DB13299,A02BX08
DB13300,J01CA07
DB13302,J02AA02
DB13302,D01AA03
DB13302,G01AA06
DB13303,M03BA05
DB13304,L01AC02
DB13307,C01AB51
DB13307,C01AB01
DB13308,M01AB13
DB13309,R05DB02
DB13310,G03XC04
DB13311,A03AX09
DB13312,C09BB12
DB13312,C09AA12
DB13312,C09BA12
DB13313,N04BA04
DB13313,N04BA05
DB13314,M01AE16
DB13315,R05CB07
DB13316,S01FB03
DB13316,C01CA16
DB13317,M01AE15
DB13317,G02CC04
DB13318,L01CC01
DB13319,G01AF14
DB13319,P01AB05
DB13320,J01ED06
DB13321,V08AA09
DB13322,A02AD04
DB13324,M03BX07
DB13325,A07AX04
DB13326,D08AA03
DB13327,B01AC03
DB13328,N01BB05
DB13329,S01XA01
DB13330,C01CA25
DB13331,N05CE03
DB13332,P03BX04
DB13333,C01DX13
DB13334,L01AB03
DB13335,N05BA14
DB13336,P03BX02
DB13337,J01CE05
DB13338,J01FA14
DB13339,L01AG01
DB13340,C04AX19
DB13341,N06BA08
DB13342,C01DX14
DB13343,D10AB03
DB13344,D08AK01
DB13346,M01AB17
DB13346,M02AA09
DB13347,B01AA10
DB13348,C10AX03
DB13350,G01AF13
DB13350,P01AB04
DB13351,A03AA30
DB13352,N06BX04
DB13353,N02BG05
DB13354,M03BA71
DB13354,M03BA51
DB13354,M03BA01
DB13355,C04AX24
DB13356,P03AA03
DB13356,D10AB05
DB13357,M03BA04
DB13358,C01BG07
DB13359,A12CC05
DB13360,D01AE19
DB13361,A03AX30
DB13362,N03AX13
DB13363,M01AX24
DB13363,D11AX09
DB13364,M01AX18
DB13364,M02AA16
DB13364,M01AX68
DB13365,A12AA06
DB13366,B05XA13
DB13366,A09AB03
DB13367,B01AC02
DB13368,D10AD05
DB13369,A03AB01
DB13370,N05CM03
DB13371,M01AB12
DB13372,B02BC08
DB13373,R02AA13
DB13374,C04AX07
DB13375,L01XC01
DB13376,G04BX10
DB13377,N05CA09
DB13378,C01CA05
DB13379,P01AX01
DB13380,A03AA09
DB13381,B03AB03
DB13382,N05AA07
DB13383,D08AG04
DB13384,N06CA02
DB13384,N06AA14
DB13385,N04BC03
DB13386,G03GB03
DB13387,B06AB01
DB13388,D09AA04
DB13389,V08AD02
DB13391,R05CA11
DB13392,D08AK04
DB13393,P01AX02
DB13393,P01AX52
DB13394,A01AD06
DB13394,B02BC05
DB13395,R03DX02
DB13396,N03AB03
DB13397,R05DB18
DB13398,C01DX03
DB13398,C01DX53
DB13399,G02CB06
DB13401,C01AA08
DB13402,N05CC03
DB13403,N05AE01
DB13404,S01XA05
DB13405,C03BB05
DB13405,C03BA05
DB13406,A10BB06
DB13407,M02AA24
DB13407,N02BB05
DB13408,C01DA54
DB13408,C01DA04
DB13409,J01FA12
DB13411,N06AA07
DB13412,N06BX08
DB13413,N04AA09
DB13414,M03BX30
DB13415,R07AB53
DB13415,R07AB03
DB13416,A11DA02
DB13417,J04AK04
DB13418,G03CB04
DB13419,A02BX11
DB13421,D06BB09
DB13422,C10AD03
DB13423,B03AB04
DB13424,P03AB51
DB13424,P03AB01
DB13425,G01AF18
DB13425,D01AC16
DB13427,V10AX06
DB13428,V08AC05
DB13429,C02AC04
DB13430,C03AA13
DB13430,C03EA05
DB13431,A02BX06
DB13432,M01AB09
DB13433,C10AB06
DB13434,D01AC12
DB13434,G01AF12
DB13435,C02DB03
DB13436,R05DB17
DB13437,N05BA03
DB13438,N06BX14
DB13439,A03AX01
DB13441,C10AD01
DB13442,A05BA04
DB13443,C07AB11
DB13444,V08AA05
DB13445,R05DB26
DB13446,A10BX01
DB13447,R07AB06
DB13448,N04AA10
DB13449,R03DA03
DB13449,R03DB03
DB13451,B01AA11
DB13452,C02DB04
DB13453,N01AX15
DB13454,N02AA04
DB13455,N06BX22
DB13456,J01FA03
DB13457,N06AX10
DB13458,R05DA10
DB13459,D01AA04
DB13460,C10AB07
DB13461,J01DD17
DB13462,P02CX02
DB13463,N02CX06
DB13464,H01BA05
DB13465,P02CA04
DB13466,R06AX16
DB13467,C01AA06
DB13468,N04AC30
DB13469,P01AX04
DB13470,J01DD09
DB13471,V03AX02
DB13472,G03GB01
DB13473,R05CA07
DB13474,R05DB24
DB13475,J01XE03
DB13476,A03AX02
DB13477,C05BA02
DB13478,N02AX05
DB13480,L03AX01
DB13481,M01AX23
DB13482,R07AB08
DB13483,B02BX01
DB13484,A14AA06
DB13485,J01ED03
DB13486,A06AD03
DB13486,A02AA03
DB13487,V09XA01
DB13488,C04AX11
DB13489,R06AX01
DB13489,D04AA15
DB13490,C05CA05
DB13491,D07AB05
DB13492,D08AE02
DB13492,G01AX03
DB13493,A05AX03
DB13494,C01CA12
DB13495,S01EB10
DB13496,N06AA13
DB13497,A03AX14
DB13499,J01DD03
DB13500,A03CA04
DB13500,A03AB06
DB13502,N04BX03
DB13503,S01AA05
DB13503,R02AB02
DB13503,D06AX08
DB13504,J01DD10
DB13505,A03CA30
DB13505,N05CX05
DB13505,G04BD01
DB13506,G01AA08
DB13507,A03AB11
DB13508,C07AA27
DB13509,N02BA02
DB13509,B01AC15
DB13510,C04AX20
DB13511,A03FA06
DB13512,P01AC02
DB13513,D01AE03
DB13514,S01BC09
DB13515,N07BC05
DB13516,G01AX01
DB13517,C01CX06
DB13518,A02BX13
DB13519,A04AD02
DB13520,G02CB05
DB13521,C10AX10
DB13522,N06BX21
DB13523,N05AL06
DB13524,N02BB74
DB13524,N02BB54
DB13524,N02BB04
DB13525,R05CA05
DB13527,M01AB14
DB13528,G03FB03
DB13528,G03AA15
DB13528,G03AB07
DB13528,G03DB06
DB13529,C05BX01
DB13529,C05BX51
DB13530,C07AA14
DB13531,A03AC04
DB13532,G01AE10
DB13532,C03AB07
DB13532,C03EA07
DB13532,C03AA07
DB13533,G03DC31
DB13534,N05BX02
DB13535,J06BC01
DB13536,P01AA01
DB13536,A07AX01
DB13536,G01AC06
DB13537,C01AA09
DB13538,N02BA14
DB13539,V08AC01
DB13540,J01GB11
DB13541,N02CX03
DB13542,A03AB13
DB13542,A03DA03
DB13542,A03CA06
DB13543,L01AX01
DB13544,N02BA07
DB13544,N02BA77
DB13544,N02BA57
DB13545,M04AB04
DB13546,N06BX10
DB13547,G01AE01
DB13548,D08AC01
DB13548,S01AX14
DB13549,V03AB27
DB13550,N06AX08
DB13551,M04AC02
DB13552,N05AD02
DB13553,J01DF02
DB13554,N05AD04
DB13555,C01BA08
DB13556,J01ED09
DB13557,N05AB05
DB13558,R05DB25
DB13559,R03AC05
DB13560,D03AX02
DB13561,A08AA08
DB13563,G03AC07
DB13564,R05DB15
DB13565,A01AB14
DB13565,D08AJ05
DB13566,R06AX32
DB13567,P02DX01
DB13568,V08AA10
DB13569,B03AA05
DB13570,B02BC02
DB13571,G01AA11
DB13572,N05BC03
DB13573,R03DA09
DB13574,C01DX08
DB13575,C02AA07
DB13575,C02LA07
DB13575,C02AA57
DB13576,C10AD04
DB13577,N05CA21
DB13578,N01BA01
DB13579,R07AB09
DB13580,A07AB04
DB13581,A03AA06
DB13582,V09XX04
DB13583,M03BX06
DB13584,M03AC02
DB13585,C01DX01
DB13585,C01DX51
DB13586,A14AA03
DB13586,D11AE01
DB13587,G03BB01
DB13588,C04AX21
DB13590,A12AA11
DB13591,A04AD05
DB13592,R03DB06
DB13592,R03DA06
DB13593,A02BX10
DB13595,A02AD05
DB13596,M01CA03
DB13597,J05AX01
DB13598,N01AA01
DB13599,P01AR02
DB13601,N06BX07
DB13602,G03DB07
DB13603,D01AA07
DB13604,C02CC06
DB13605,N01AH04
DB13606,N02AD02
DB13607,S01AX16
DB13608,J04AD02
DB13609,J05AX13
DB13610,N02CB01
DB13611,D01AC04
DB13612,N02BA15
DB13612,B01AC08
DB13613,D01AE08
DB13614,R01AA10
DB13615,L03AX15
DB13616,B01AE04
DB13617,C03BA12
DB13617,C03BA82
DB13618,M05BX01
DB13619,N04AA11
DB13620,A12BA05
DB13621,B02BC03
DB13622,V09XX03
DB13623,N05BX04
DB13624,R03CB02
DB13625,R03CC10
DB13625,R03AC10
DB13626,A02AB07
DB13627,J01MB05
DB13628,D01AE10
DB13629,M01AA02
DB13629,M02AA02
DB13630,R05DB12
DB13631,C02AA06
DB13631,C02LA04
DB13632,G01AX13
DB13633,G04CX03
DB13633,G01AA09
DB13633,A01AB16
DB13633,D01AA06
DB13634,C04AD01
DB13635,C01EB11
DB13636,N04AB01
DB13637,C01DA38
DB13638,J01DC13
DB13639,B03AA08
DB13640,A02BX09
DB13641,J05AA01
DB13642,M03BX03
DB13643,N05CD11
DB13644,H03BA01
DB13645,C01BC09
DB13646,B01AD08
DB13647,L01AD03
DB13648,M03AA01
DB13649,M01AX13
DB13650,A02AB06
DB13651,C01BA12
DB13652,C01BD03
DB13653,C01BC07
DB13654,A07BC05
DB13655,R07AB02
DB13655,R07AB52
DB13656,D01AC17
DB13657,N02BA10
DB13658,B05AA09
DB13659,P01AX08
DB13660,J01CE03
DB13661,P02BX02
DB13662,N05CM10
DB13663,C03BB07
DB13663,C03BA07
DB13664,S01BA12
DB13665,N05AD09
DB13666,A03AB17
DB13666,A03DA07
DB13667,J01DE03
DB13668,N06DA05
DB13669,N02BA08
DB13670,P02CC02
DB13671,D01AE09
DB13672,A03AC02
DB13673,J01GB13
DB13674,L03AX18
DB13675,A10BB10
DB13676,N05AX10
DB13677,L01AC03
DB13678,A03AA08
DB13680,C05CX02
DB13681,C04AX23
DB13682,J01DE02
DB13683,D04AB05
DB13684,G01AF16
DB13684,D01AC13
DB13685,G03AA02
DB13685,G03AC04
DB13686,J01CE07
DB13687,N05CM16
DB13688,M09AX04
DB13689,D05AX04
DB13690,N01AA02
DB13691,C01AA02
DB13691,C01AA52
DB13692,R03CC09
DB13692,R03AC09
DB13693,J01CA16
DB13694,N07AA03
DB13695,A03AB04
DB13696,D01AE01
DB13697,R02AA01
DB13698,B03AA04
DB13699,J01EB08
DB13700,V03AB14
DB13701,V08AA06
DB13702,A01AB15
DB13703,C01CA15
DB13704,J01FG01
DB13705,D08AJ10
DB13706,D08AX02
DB13707,A06AD21
DB13708,C03BA13
DB13709,C04AC07
DB13710,A14AA04
DB13712,P03AA01
DB13713,R06AX31
DB13714,J01XX02
DB13715,C01DX10
DB13716,P03BX03
DB13717,P03AC53
DB13717,P03AC03
DB13718,M09AA01
DB13719,C01DA09
DB13719,C01DA59
DB13720,A03CA08
DB13720,A03AB15
DB13721,P03BA02
DB13722,M01AE08
DB13723,C01EB22
DB13724,G01AX05
DB13725,G04BD05
DB13726,A07AB03
DB13727,C04AX30
DB13728,D07AC12
DB13729,B02AB04
DB13730,J01XE02
DB13731,R05DB13
DB13732,P01CB01
DB13733,N05CX03
DB13733,N05CM15
DB13734,D08AE06
DB13736,R01AA12
DB13737,N05CA10
DB13738,A03AA03
DB13738,A03DA05
DB13739,J01CE06
DB13740,R07AB05
DB13741,V08AC03
DB13742,H05BA04
DB13743,M01CB02
DB13744,J01MB03
DB13745,M03AC08
DB13748,A05BA07
DB13749,A12CC03
DB13750,V03AB13
DB13752,P03BA04
DB13753,C04AX26
DB13754,N05BX01
DB13755,V08AA08
DB13756,C01AX02
DB13757,C07AB10
DB13758,N06BX01
DB13759,A03AB21
DB13760,A02BA05
DB13761,A09AA04
DB13762,A02BC07
DB13763,M01CB05
DB13764,C05CA02
DB13765,D08AK03
DB13766,C08EX01
DB13767,L02BG05
DB13768,R05CB08
DB13769,A03AB16
DB13770,N05CA08
DB13771,B03AB01
DB13772,J01MA10
DB13773,J01ED05
DB13774,R02AA10
DB13775,C07AA16
DB13776,D06BB08
DB13777,C01CA13
DB13778,J01DB06
DB13779,C02CC05
DB13780,C10AB03
DB13781,C01CX07
DB13782,N06AA03
DB13784,N05AB01
DB13785,R05DB19
DB13786,A12CC09
DB13787,N02AX01
DB13788,A03AX03
DB13789,S02AA04
DB13790,N06BX05
DB13791,N05AG03
DB13792,C03BB03
DB13792,C03BA03
DB13793,C04AX17
DB13794,R05DB28
DB13795,J01EA02
DB13796,R05DB16
DB13797,V09XA02
DB13798,H01BB01
DB13799,N03AC03
DB13800,A12AA30
DB13801,C03CD01
DB13802,A05BA05
DB13803,C03BA10
DB13804,H03BA03
DB13805,N05CA12
DB13806,N06BX09
DB13807,M04AA02
DB13808,R06AX15
DB13809,L01CD03
DB13810,R05DA11
DB13811,L01XX36
DB13812,R03DA10
DB13814,J01CA15
DB13815,D11AC09
DB13816,J01CA19
DB13817,N05CM04
DB13818,S01AX05
DB13819,A03AX07
DB13820,R06AD08
DB13821,J01DB12
DB13822,R05DB22
DB13823,J01MB04
DB13824,A02BB02
DB13825,R05DB14
DB13826,P03BX06
DB13827,R01AA15
DB13828,P03BA01
DB13829,A02AC02
DB13830,G01AX15
DB13831,V03AB18
DB13831,D08AX06
DB13832,L01AD07
DB13833,A03BB02
DB13834,D08AK02
DB13835,A03AX11
DB13836,J01CA14
DB13837,N05CD12
DB13838,B05CA07
DB13839,N02BA09
DB13839,N02BA59
DB13839,N02BA79
DB13839,M01BA02
DB13840,R06AD05
DB13840,R06AD55
DB13841,N05AF02
DB13842,C04AD04
DB13843,H02AB14
DB13844,A03CA09
DB13844,A03AB14
DB13845,C01DX07
DB13846,R06AX58
DB13846,R06AX08
DB13847,V10AX05
DB13848,V09IX05
DB13849,C10AB10
DB13850,A03AB19
DB13851,P01BE04
DB13852,A08AA09
DB13855,A07AX03
DB13856,D07AC02
DB13857,G03DB05
DB13858,D01AE17
DB13860,N02BA16
DB13861,V08AB08
DB13862,B05XA10
DB13863,C01EB07
DB13864,B05AA08
DB13865,P01AX09
DB13866,G03FA06
DB13866,G03AA01
DB13866,G03DC06
DB13867,R03AK06
DB13867,R03AK11
DB13867,R03BA05
DB13867,D07AC17
DB13867,R01AD58
DB13867,R01AD08
DB13873,C10AB11
DB13874,L01XX59
DB13878,J05AP57
DB13879,J05AP57
DB13886,J06BB09
DB13896,L01XX51
DB13923,B02BX06
DB13926,S01XA24
DB13975,G02CX04
DB13976,V09HA04
DB13989,C03EA03
DB14004,L04AC17
DB14006,N02BA03
DB14012,M05BX05
DB14018,R03DA20
DB14028,N05BA16
DB14033,G01AE10
DB14039,N02CX07
DB14042,N02CX08
DB14048,V03AE10
DB14193,C05AX04
DB14194,C05AX04
DB14218,A16AX15
DB14485,C05AX04
DB14487,C05AX04
DB14487,A16AX05
DB14488,B03AA03
DB14489,B03AA06
DB14490,B03AA10
DB14491,B03AA02
DB14491,B03AD02
DB14498,B05XA17
DB14500,C03AB08
DB14500,C03BB04
DB14500,C03AB01
DB14500,C03AB09
DB14500,C03CB01
DB14500,C03AB02
DB14500,C03AB04
DB14500,C03CB02
DB14500,C03AB03
DB14500,C03AB06
DB14500,C03AB05
DB14500,C03BB02
DB14500,C03BB05
DB14500,C03AB07
DB14500,C03BB07
DB14500,C03BB03
DB14501,B03AA01
DB14505,S01AX07
DB14508,D11AX04
DB14514,A12CC07
DB14515,A12CC06
DB14517,A02AB03
DB14520,V03AE08
DB14533,C05AX04
DB14533,B05XA12
DB14538,D07AC16
DB14540,D07AB02
DB14540,D07BB04
DB14543,D07AB11
DB14548,C05AX04
DB14562,V03AB38
DB14570,G03FA02
DB14570,G03DA03
DB14575,N03AF04
DB14582,N07XX12
DB14585,A06AC51
DB00873,S01BA14
DB14597,B06AC05
DB14642,H01BA03
DB14643,D07AC14
DB14661,A07DA05
DB14681,H02AB10
DB14681,S01BA03
DB14684,A06AC08
DB14708,D08AX04
DB14719,N05BA24
DB14724,L04AA39
DB14733,J01DI01
DB14740,B06AA03
DB00781,S02AA11
DB00781,S03AA03
DB00781,J01XB02
DB00781,A07AA05
DB00781,S01AA18
DB14749,R05CA06
DB14751,H01AC05
DB14763,P01BB02
DB14947,L01XC29
DB14951,L01XX56
DB15119,L03AB15
DB15263,V04CJ01
DB15290,L03AA17
DB15300,C01BA13
